barcode,name,price_paise,mrp_paise,hsn_code,category_name,image_url,is_returnable
8909383820095,Snickers Peanut Bar 50g Pack 3,6273,7169,1806,chocolates,https://images.openfoodfacts.org/images/products/8909383820095/1.jpg,false
8907532535227,Ferrero Rocher 16 Pieces Pack 4,23735,25711,1806,chocolates,https://images.openfoodfacts.org/images/products/8907532535227/1.jpg,false
8909183286695,Amul Dark Chocolate 150g Pack 5,23634,26046,1806,chocolates,https://images.openfoodfacts.org/images/products/8909183286695/1.jpg,false
8904921124222,Nestle Munch Crisp Pack 6,9823,11293,1806,chocolates,https://images.openfoodfacts.org/images/products/8904921124222/1.jpg,false
8906085728643,Cadbury Dairy Milk Silk 150g Pack 7,23017,26416,1806,chocolates,https://images.openfoodfacts.org/images/products/8906085728643/1.jpg,false
8909970520421,KitKat 4-Finger Wafer Pack 8,23565,25494,1806,chocolates,https://images.openfoodfacts.org/images/products/8909970520421/1.jpg,false
8903295029546,Snickers Peanut Bar 50g Pack 9,7354,7901,1806,chocolates,https://images.openfoodfacts.org/images/products/8903295029546/1.jpg,false
8909741885193,Ferrero Rocher 16 Pieces Pack 10,21909,23734,1806,chocolates,https://images.openfoodfacts.org/images/products/8909741885193/1.jpg,false
8909693396860,Amul Dark Chocolate 150g Pack 11,9987,10496,1806,chocolates,https://images.openfoodfacts.org/images/products/8909693396860/1.jpg,false
8908034349831,Nestle Munch Crisp Pack 12,18425,20025,1806,chocolates,https://images.openfoodfacts.org/images/products/8908034349831/1.jpg,false
8902804649985,Cadbury Dairy Milk Silk 150g Pack 13,11540,12472,1806,chocolates,https://images.openfoodfacts.org/images/products/8902804649985/1.jpg,false
8906805528577,KitKat 4-Finger Wafer Pack 14,14842,16860,1806,chocolates,https://images.openfoodfacts.org/images/products/8906805528577/1.jpg,false
8904785037652,Snickers Peanut Bar 50g Pack 15,16605,18911,1806,chocolates,https://images.openfoodfacts.org/images/products/8904785037652/1.jpg,false
8903087286485,Ferrero Rocher 16 Pieces Pack 16,2283,2527,1806,chocolates,https://images.openfoodfacts.org/images/products/8903087286485/1.jpg,false
8903413600596,Amul Dark Chocolate 150g Pack 17,16125,17627,1806,chocolates,https://images.openfoodfacts.org/images/products/8903413600596/1.jpg,false
8906254232919,Nestle Munch Crisp Pack 18,21472,23605,1806,chocolates,https://images.openfoodfacts.org/images/products/8906254232919/1.jpg,false
8905484155951,Cadbury Dairy Milk Silk 150g Pack 19,19823,22788,1806,chocolates,https://images.openfoodfacts.org/images/products/8905484155951/1.jpg,false
8909867508990,KitKat 4-Finger Wafer Pack 20,7863,8966,1806,chocolates,https://images.openfoodfacts.org/images/products/8909867508990/1.jpg,false
8901533651320,Snickers Peanut Bar 50g Pack 21,11247,12071,1806,chocolates,https://images.openfoodfacts.org/images/products/8901533651320/1.jpg,false
8901589845292,Ferrero Rocher 16 Pieces Pack 22,13248,14792,1806,chocolates,https://images.openfoodfacts.org/images/products/8901589845292/1.jpg,false
8905468252003,Amul Dark Chocolate 150g Pack 23,12405,13593,1806,chocolates,https://images.openfoodfacts.org/images/products/8905468252003/1.jpg,false
8904890352091,Nestle Munch Crisp Pack 24,20748,23332,1806,chocolates,https://images.openfoodfacts.org/images/products/8904890352091/1.jpg,false
8901527466985,Cadbury Dairy Milk Silk 150g Pack 25,18865,20370,1806,chocolates,https://images.openfoodfacts.org/images/products/8901527466985/1.jpg,false
8902202460113,KitKat 4-Finger Wafer Pack 26,15557,17010,1806,chocolates,https://images.openfoodfacts.org/images/products/8902202460113/1.jpg,false
8906266768901,Snickers Peanut Bar 50g Pack 27,12656,14507,1806,chocolates,https://images.openfoodfacts.org/images/products/8906266768901/1.jpg,false
8908756032196,Ferrero Rocher 16 Pieces Pack 28,19630,20713,1806,chocolates,https://images.openfoodfacts.org/images/products/8908756032196/1.jpg,false
8909324130368,Amul Dark Chocolate 150g Pack 29,8068,9125,1806,chocolates,https://images.openfoodfacts.org/images/products/8909324130368/1.jpg,false
